POS,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date,Year
53,Umesh Yadav,3,15,2,13,5.0,9.0,CSK,Maharashtra Cricket Association's International Stadium,2018-05-05,2018
54,Krishnappa Gowtham,3,15,2,10,5.0,9.0,KKR,Eden Gardens,2018-05-23,2018
55,Mayank Markande,3,15,2,10,5.0,9.0,SRH,Wankhede Stadium,2018-04-24,2018
56,Trent Boult,4,20,2,12,5.0,12.0,CSK,Arun Jaitley Stadium,2018-05-18,2018
57,Sunil Narine,4,20,2,10,5.0,12.0,CSK,Eden Gardens,2018-05-03,2018
58,Amit Mishra,4,20,2,12,5.0,12.0,CSK,Arun Jaitley Stadium,2018-05-18,2018
59,Sandeep Sharma,4,20,1,10,5.0,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,2018-05-07,2018
60,Kuldeep Yadav,4,20,1,11,5.0,24.0,RCB,M. Chinnaswamy Stadium,2018-04-29,2018
61,Lungi Ngidi,4,20,1,10,5.0,24.0,SRH,Wankhede Stadium,2018-05-22,2018
62,Piyush Chawla,4,20,1,10,5.0,24.0,SRH,Eden Gardens,2018-04-14,2018
63,Andre Russell,2,10,0,2,5.0,0.0,RCB,Eden Gardens,2018-04-08,2018
64,Krunal Pandya,2,10,0,3,5.0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2018-04-12,2018
65,Harbhajan Singh,3,20,1,7,5.21,23.0,MI,Maharashtra Cricket Association's International Stadium,2018-04-28,2018
66,Billy Stanlake,4,21,2,15,5.25,12.0,KKR,Eden Gardens,2018-04-14,2018
67,Shakib Al Hasan,4,21,2,11,5.25,12.0,KKR,Eden Gardens,2018-04-14,2018
68,Mujeeb Ur Rahman,4,21,2,8,5.25,12.0,RR,Sawai Mansingh Stadium,2018-05-08,2018
69,Sandeep Lamichhane,4,21,1,10,5.25,24.0,CSK,Arun Jaitley Stadium,2018-05-18,2018
70,Ish Sodhi,4,21,1,11,5.25,24.0,KKR,Eden Gardens,2018-05-15,2018
71,Axar Patel,4,21,1,7,5.25,24.0,RR,Holkar Cricket Stadium,2018-05-06,2018
72,Hardik Pandya,3,16,2,11,5.33,9.0,KKR,Eden Gardens,2018-05-09,2018
73,Shakib Al Hasan,3,16,1,8,5.33,18.0,MI,Wankhede Stadium,2018-04-24,2018
74,Shakib Al Hasan,3,16,1,6,5.33,18.0,KKR,Eden Gardens,2018-05-25,2018
75,Jofra Archer,4,22,3,13,5.5,8.0,MI,Sawai Mansingh Stadium,2018-04-22,2018
76,Harbhajan Singh,4,22,2,11,5.5,12.0,RCB,Maharashtra Cricket Association's International Stadium,2018-05-05,2018
77,Shreyas Gopal,4,22,2,11,5.5,12.0,RCB,M. Chinnaswamy Stadium,2018-04-15,2018
78,Washington Sundar,4,22,2,8,5.5,12.0,PBKS,M. Chinnaswamy Stadium,2018-04-13,2018
79,Yuzvendra Chahal,4,22,2,12,5.5,12.0,RR,M. Chinnaswamy Stadium,2018-04-15,2018
80,Nitish Rana,2,11,2,4,5.5,6.0,RR,Sawai Mansingh Stadium,2018-04-18,2018
81,Shardul Thakur,4,22,1,14,5.5,24.0,RR,Sawai Mansingh Stadium,2018-05-11,2018
82,Krunal Pandya,2,11,1,5,5.5,12.0,DC,Arun Jaitley Stadium,2018-05-20,2018
83,Harbhajan Singh,2,11,1,5,5.5,12.0,KKR,Chidambaram,2018-04-10,2018
84,Jasprit Bumrah,4,22,1,9,5.5,24.0,RCB,M. Chinnaswamy Stadium,2018-05-01,2018
85,Barinder Sran,4,22,0,11,5.5,0.0,SRH,IS Bindra Stadium,2018-04-19,2018
86,Mohammed Siraj,3,17,1,10,5.66,18.0,PBKS,Holkar Cricket Stadium,2018-05-14,2018
87,Murugan Ashwin,3,17,1,12,5.66,18.0,CSK,Maharashtra Cricket Association's International Stadium,2018-05-05,2018
88,Jasprit Bumrah,3,17,1,10,5.66,18.0,KKR,Eden Gardens,2018-05-09,2018
89,Dan Christian,3,17,1,8,5.66,18.0,PBKS,Arun Jaitley Stadium,2018-04-23,2018
90,Mayank Markande,4,23,4,11,5.75,6.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2018-04-12,2018
91,Umesh Yadav,4,23,3,13,5.75,8.0,PBKS,M. Chinnaswamy Stadium,2018-04-13,2018
92,Mayank Markande,4,23,3,11,5.75,8.0,CSK,Wankhede Stadium,2018-04-07,2018
93,Umesh Yadav,4,23,3,15,5.75,8.0,PBKS,Holkar Cricket Stadium,2018-05-14,2018
94,Siddarth Kaul,4,23,3,13,5.75,8.0,MI,Wankhede Stadium,2018-04-24,2018
95,Shakib Al Hasan,4,23,2,9,5.75,12.0,RR,Rajiv Gandhi Intl. Cricket Stadium,2018-04-09,2018
96,Ankit Rajpoot,4,23,2,15,5.75,12.0,DC,Arun Jaitley Stadium,2018-04-23,2018
97,Krishnappa Gowtham,4,23,2,12,5.75,12.0,KKR,Sawai Mansingh Stadium,2018-04-18,2018
98,Amit Mishra,4,23,2,10,5.75,12.0,KKR,Arun Jaitley Stadium,2018-04-27,2018
99,Andrew Tye,4,23,2,10,5.75,12.0,SRH,IS Bindra Stadium,2018-04-19,2018
100,Rashid Khan,4,23,2,9,5.75,12.0,DC,Rajiv Gandhi Intl. Cricket Stadium,2018-05-05,2018
101,Siddarth Kaul,4,23,2,8,5.75,12.0,RR,Sawai Mansingh Stadium,2018-04-29,2018
102,Kuldeep Yadav,4,23,1,8,5.75,24.0,SRH,Eden Gardens,2018-04-14,2018
103,Kuldeep Yadav,4,23,1,9,5.75,24.0,RR,Sawai Mansingh Stadium,2018-04-18,2018
104,Ravichandran Ashwin,4,23,1,4,5.75,24.0,DC,IS Bindra Stadium,2018-04-08,2018
105,Rashid Khan,4,23,1,11,5.75,24.0,RR,Rajiv Gandhi Intl. Cricket Stadium,2018-04-09,2018
106,Umesh Yadav,4,23,1,12,5.75,24.0,CSK,M. Chinnaswamy Stadium,2018-04-25,2018
107,Harshal Patel,4,23,1,10,5.75,24.0,CSK,Arun Jaitley Stadium,2018-05-18,2018
108,Sunil Narine,4,23,1,10,5.75,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2018-05-19,2018
109,Yuzvendra Chahal,4,23,0,14,5.75,0.0,MI,M. Chinnaswamy Stadium,2018-05-01,2018
110,Ravichandran Ashwin,4,23,0,7,5.75,0.0,MI,Holkar Cricket Stadium,2018-05-04,2018
111,Sunil Narine,3,18,3,6,6.0,6.0,DC,Eden Gardens,2018-04-16,2018
112,Mustafizur Rahman,4,24,3,10,6.0,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2018-04-12,2018
113,Rahul Tewatia,3,18,3,10,6.0,6.0,KKR,Eden Gardens,2018-04-16,2018
114,Hardik Pandya,4,24,3,12,6.0,8.0,CSK,Wankhede Stadium,2018-04-07,2018
115,Shakib Al Hasan,3,18,2,7,6.0,9.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2018-04-26,2018
116,Ravichandran Ashwin,3,18,2,5,6.0,9.0,MI,Wankhede Stadium,2018-05-16,2018
117,Piyush Chawla,4,24,2,7,6.0,12.0,RR,Eden Gardens,2018-05-23,2018
118,Andrew Tye,4,24,2,7,6.0,12.0,RR,Holkar Cricket Stadium,2018-05-06,2018
119,Shardul Thakur,3,18,2,9,6.0,9.0,RR,Maharashtra Cricket Association's International Stadium,2018-04-20,2018
120,Basil Thampi,2,14,2,6,6.0,7.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2018-04-26,2018
121,Andre Russell,2,12,2,5,6.0,6.0,MI,Wankhede Stadium,2018-05-06,2018
122,Amit Mishra,2,12,1,5,6.0,12.0,RR,Arun Jaitley Stadium,2018-05-02,2018
123,Sunil Narine,4,24,1,7,6.0,24.0,SRH,Eden Gardens,2018-05-25,2018
124,Dan Christian,2,12,1,6,6.0,12.0,PBKS,IS Bindra Stadium,2018-04-08,2018
125,Lungi Ngidi,4,24,1,15,6.0,24.0,RCB,Maharashtra Cricket Association's International Stadium,2018-05-05,2018
126,Krishnappa Gowtham,3,18,1,11,6.0,18.0,PBKS,Holkar Cricket Stadium,2018-05-06,2018
127,Rahul Tewatia,4,24,1,9,6.0,24.0,PBKS,IS Bindra Stadium,2018-04-08,2018
128,David Willey,4,24,1,12,6.0,24.0,RCB,Maharashtra Cricket Association's International Stadium,2018-05-05,2018
129,Ben Cutting,2,12,1,6,6.0,12.0,KKR,Eden Gardens,2018-05-09,2018
130,Moeen Ali,2,13,1,5,6.0,13.0,PBKS,Holkar Cricket Stadium,2018-05-14,2018
131,Krunal Pandya,4,24,0,11,6.0,0.0,RCB,M. Chinnaswamy Stadium,2018-05-01,2018
132,Rashid Khan,4,24,0,9,6.0,0.0,CSK,Wankhede Stadium,2018-05-27,2018
133,Liam Plunkett,4,24,0,9,6.0,0.0,KKR,Arun Jaitley Stadium,2018-04-27,2018
134,Krunal Pandya,4,24,0,8,6.0,0.0,RR,Wankhede Stadium,2018-05-13,2018
135,Mujeeb Ur Rahman,3,18,0,5,6.0,0.0,CSK,IS Bindra Stadium,2018-04-15,2018
136,Sandeep Sharma,4,24,0,11,6.0,0.0,DC,Arun Jaitley Stadium,2018-05-10,2018
137,Shreyas Gopal,3,18,0,6,6.0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2018-04-09,2018
138,Mohammed Siraj,4,25,3,12,6.25,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2018-05-07,2018
139,Umesh Yadav,4,25,3,12,6.25,8.0,RR,Sawai Mansingh Stadium,2018-05-19,2018
140,Sandeep Sharma,4,25,2,13,6.25,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,2018-04-12,2018
141,Dwayne Bravo,4,25,2,9,6.25,12.0,SRH,Wankhede Stadium,2018-05-22,2018
142,Mujeeb Ur Rahman,4,25,2,12,6.25,12.0,DC,Arun Jaitley Stadium,2018-04-23,2018
143,Andrew Tye,4,25,2,11,6.25,12.0,DC,Arun Jaitley Stadium,2018-04-23,2018
144,Tim Southee,4,25,2,14,6.25,12.0,MI,M. Chinnaswamy Stadium,2018-05-01,2018
145,Mustafizur Rahman,4,25,1,11,6.25,24.0,DC,Wankhede Stadium,2018-04-14,2018
146,Sandeep Lamichhane,4,25,1,10,6.25,24.0,RCB,Arun Jaitley Stadium,2018-05-12,2018
147,Mayank Markande,4,25,1,9,6.25,24.0,RCB,Wankhede Stadium,2018-04-17,2018
148,Axar Patel,4,25,1,10,6.25,24.0,RCB,M. Chinnaswamy Stadium,2018-04-13,2018
149,Siddarth Kaul,4,25,1,6,6.25,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,2018-05-07,2018
150,Bhuvneshwar Kumar,4,25,1,10,6.25,24.0,PBKS,IS Bindra Stadium,2018-04-19,2018
1,Yuzvendra Chahal,4,6,1,18,1.5,24.0,CSK,Chidambaram,2019-03-23,2019
2,Imran Tahir,4,9,3,18,2.25,8.0,RCB,Chidambaram,2019-03-23,2019
3,Krunal Pandya,3,7,2,12,2.33,9.0,CSK,Chidambaram,2019-04-26,2019
4,Mohammed Siraj,2,5,1,8,2.5,12.0,CSK,Chidambaram,2019-03-23,2019
5,Mohammad Nabi,4,11,4,16,2.75,6.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,2019-03-31,2019
6,Ravindra Jadeja,3,9,3,9,3.0,6.0,DC,Chidambaram,2019-05-01,2019
7,Shreyas Gopal,4,12,3,16,3.0,8.0,RCB,Sawai Mansingh Stadium,2019-04-02,2019
8,Mitchell Santner,4,13,2,15,3.25,12.0,MI,Chidambaram,2019-04-26,2019
9,Mohammad Nabi,4,13,1,12,3.25,24.0,MI,Rajiv Gandhi Intl. Cricket Stadium,2019-04-06,2019
10,Alzarri Joseph,3,12,6,16,3.27,3.66,SRH,Rajiv Gandhi Intl. Cricket Stadium,2019-04-06,2019
11,Jasprit Bumrah,3,10,2,12,3.33,9.0,CSK,Chidambaram,2019-04-26,2019
12,Rahul Tewatia,3,10,1,12,3.33,18.0,SRH,Arun Jaitley Stadium,2019-04-04,2019
13,Rahul Chahar,4,14,2,13,3.5,12.0,CSK,Chidambaram,2019-05-07,2019
14,Jasprit Bumrah,4,14,2,13,3.5,12.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,2019-05-12,2019
15,Krunal Pandya,2,7,1,6,3.5,12.0,DC,Arun Jaitley Stadium,2019-04-18,2019
16,Rahul Chahar,4,14,1,13,3.5,24.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,2019-05-12,2019
17,Krunal Pandya,4,14,0,11,3.5,0.0,KKR,Wankhede Stadium,2019-05-05,2019
18,Imran Tahir,3,12,4,12,3.6,5.0,DC,Chidambaram,2019-05-01,2019
19,Jofra Archer,4,15,3,15,3.75,8.0,PBKS,IS Bindra Stadium,2019-04-16,2019
20,Harbhajan Singh,4,15,2,15,3.75,12.0,KKR,Chidambaram,2019-04-09,2019
21,Rashid Khan,4,15,2,16,3.75,12.0,DC,ACA-VDCA Stadium,2019-05-08,2019
22,Ravindra Jadeja,4,15,2,15,3.75,12.0,RCB,Chidambaram,2019-03-23,2019
23,Ravichandran Ashwin,4,15,1,10,3.75,24.0,RCB,M. Chinnaswamy Stadium,2019-04-24,2019
24,Amit Mishra,4,16,1,10,4.0,24.0,SRH,ACA-VDCA Stadium,2019-05-08,2019
25,Axar Patel,4,16,0,12,4.0,0.0,RR,Arun Jaitley Stadium,2019-05-04,2019
26,Krishnappa Gowtham,4,16,0,9,4.0,0.0,DC,Arun Jaitley Stadium,2019-05-04,2019
27,Kuldeep Yadav,4,16,0,12,4.0,0.0,CSK,Chidambaram,2019-04-09,2019
28,Axar Patel,4,16,0,15,4.0,0.0,CSK,Arun Jaitley Stadium,2019-03-26,2019
29,Amit Mishra,4,17,3,11,4.25,8.0,RR,Arun Jaitley Stadium,2019-05-04,2019
30,Keemo Paul,4,17,3,10,4.25,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2019-04-14,2019
31,Yuzvendra Chahal,4,17,2,11,4.25,12.0,RR,Sawai Mansingh Stadium,2019-04-02,2019
32,Jofra Archer,4,17,2,13,4.25,12.0,CSK,Chidambaram,2019-03-31,2019
33,Harbhajan Singh,4,17,2,10,4.25,12.0,PBKS,Chidambaram,2019-04-06,2019
34,Rashid Khan,4,17,2,13,4.25,12.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,2019-04-17,2019
35,Ravindra Jadeja,4,17,1,15,4.25,24.0,KKR,Chidambaram,2019-04-09,2019
36,Axar Patel,4,17,1,7,4.25,24.0,MI,Arun Jaitley Stadium,2019-04-18,2019
37,Deepak Chahar,4,17,0,12,4.25,0.0,RCB,Chidambaram,2019-03-23,2019
38,Jofra Archer,4,17,0,13,4.25,0.0,PBKS,Sawai Mansingh Stadium,2019-03-25,2019
39,Umesh Yadav,3,13,0,9,4.33,0.0,CSK,Chidambaram,2019-03-23,2019
40,Amit Mishra,3,13,0,8,4.33,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2019-04-14,2019
41,Moeen Ali,4,18,2,12,4.5,12.0,MI,Wankhede Stadium,2019-04-15,2019
42,Shardul Thakur,4,18,2,14,4.5,12.0,KKR,Eden Gardens,2019-04-14,2019
43,Jasprit Bumrah,4,18,2,13,4.5,12.0,DC,Arun Jaitley Stadium,2019-04-18,2019
44,Rashid Khan,4,18,1,13,4.5,24.0,DC,Arun Jaitley Stadium,2019-04-04,2019
45,Axar Patel,4,18,1,10,4.5,24.0,SRH,Arun Jaitley Stadium,2019-04-04,2019
46,Bhuvneshwar Kumar,4,18,1,15,4.5,24.0,CSK,Chidambaram,2019-04-23,2019
47,Ravindra Jadeja,4,18,0,14,4.5,0.0,MI,Chidambaram,2019-05-07,2019
48,Krunal Pandya,2,9,0,4,4.5,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2019-04-06,2019
49,Dhawal Kulkarni,3,14,1,11,4.66,18.0,CSK,Sawai Mansingh Stadium,2019-04-11,2019
50,Jofra Archer,3,14,0,12,4.66,0.0,KKR,Sawai Mansingh Stadium,2019-04-07,2019
51,Sam Curran,2,11,4,8,4.71,3.5,DC,IS Bindra Stadium,2019-04-01,2019
52,Keemo Paul,3,15,0,8,4.73,0.0,RR,Arun Jaitley Stadium,2019-05-04,2019
53,Rahul Chahar,4,19,3,15,4.75,8.0,DC,Arun Jaitley Stadium,2019-04-18,2019
54,Deepak Chahar,4,19,2,12,4.75,12.0,RR,Chidambaram,2019-03-31,2019
55,Dwayne Bravo,4,19,2,11,4.75,12.0,DC,ACA-VDCA Stadium,2019-05-10,2019
56,Sunil Narine,4,19,2,12,4.75,12.0,CSK,Eden Gardens,2019-04-14,2019
57,Jofra Archer,4,19,1,11,4.75,24.0,CSK,Sawai Mansingh Stadium,2019-04-11,2019
58,Moeen Ali,4,19,1,10,4.75,24.0,PBKS,IS Bindra Stadium,2019-04-13,2019
59,Moeen Ali,4,19,1,15,4.75,24.0,CSK,Chidambaram,2019-03-23,2019
60,Mitchell McClenaghan,4,19,0,13,4.75,0.0,KKR,Wankhede Stadium,2019-05-05,2019
61,Piyush Chawla,4,19,0,13,4.75,0.0,RR,Sawai Mansingh Stadium,2019-04-07,2019
62,Krishnappa Gowtham,4,19,0,10,4.75,0.0,RCB,Sawai Mansingh Stadium,2019-04-02,2019
63,Sandeep Sharma,3,19,3,13,4.95,7.66,RCB,Rajiv Gandhi Intl. Cricket Stadium,2019-03-31,2019
64,Piyush Chawla,4,20,3,14,5.0,8.0,RR,Eden Gardens,2019-04-25,2019
65,Deepak Chahar,4,20,3,20,5.0,8.0,KKR,Chidambaram,2019-04-09,2019
66,Hardik Pandya,4,20,3,14,5.0,8.0,CSK,Wankhede Stadium,2019-04-03,2019
67,Harbhajan Singh,4,20,3,13,5.0,8.0,RCB,Chidambaram,2019-03-23,2019
68,Jasprit Bumrah,4,20,3,14,5.0,8.0,RCB,M. Chinnaswamy Stadium,2019-03-28,2019
69,Ravindra Jadeja,4,20,2,9,5.0,12.0,RR,Sawai Mansingh Stadium,2019-04-11,2019
70,Varun Aaron,4,20,2,17,5.0,12.0,KKR,Eden Gardens,2019-04-25,2019
71,Imran Tahir,4,20,2,13,5.0,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2019-04-17,2019
72,Mohammad Shami,3,15,1,9,5.0,18.0,KKR,IS Bindra Stadium,2019-05-03,2019
73,Rashid Khan,4,20,1,9,5.0,24.0,PBKS,IS Bindra Stadium,2019-04-08,2019
74,Ravichandran Ashwin,4,20,1,6,5.0,24.0,RR,Sawai Mansingh Stadium,2019-03-25,2019
75,Ravindra Jadeja,2,10,1,6,5.0,12.0,MI,Wankhede Stadium,2019-04-03,2019
76,Trent Boult,4,20,1,11,5.0,24.0,CSK,ACA-VDCA Stadium,2019-05-10,2019
77,Deepak Chahar,4,20,1,12,5.0,24.0,DC,Arun Jaitley Stadium,2019-03-26,2019
78,Imran Tahir,4,20,0,7,5.0,0.0,PBKS,Chidambaram,2019-04-06,2019
79,Kagiso Rabada,4,21,4,9,5.25,6.0,RCB,M. Chinnaswamy Stadium,2019-04-07,2019
80,Rashid Khan,4,21,3,12,5.25,8.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2019-04-29,2019
81,Mohammad Shami,4,21,3,13,5.25,8.0,MI,Wankhede Stadium,2019-04-10,2019
82,Shreyas Gopal,4,21,2,8,5.25,12.0,MI,Sawai Mansingh Stadium,2019-04-20,2019
83,Mohammad Nabi,4,21,2,7,5.25,12.0,DC,Arun Jaitley Stadium,2019-04-04,2019
84,Rahul Chahar,4,21,2,13,5.25,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2019-04-06,2019
85,Sandeep Sharma,4,21,2,9,5.25,12.0,PBKS,IS Bindra Stadium,2019-04-08,2019
86,Shreyas Gopal,4,21,2,13,5.25,12.0,DC,Arun Jaitley Stadium,2019-05-04,2019
87,Imran Tahir,4,21,2,15,5.25,12.0,KKR,Chidambaram,2019-04-09,2019
88,Amit Mishra,4,21,1,9,5.25,24.0,CSK,ACA-VDCA Stadium,2019-05-10,2019
89,Jasprit Bumrah,4,21,1,8,5.25,24.0,RR,Sawai Mansingh Stadium,2019-04-20,2019
90,Ishant Sharma,4,21,1,14,5.25,24.0,KKR,Eden Gardens,2019-04-12,2019
91,Mohammad Shami,4,21,1,11,5.25,24.0,DC,Arun Jaitley Stadium,2019-04-20,2019
92,Krunal Pandya,4,21,1,13,5.25,24.0,CSK,Chidambaram,2019-05-07,2019
93,Rahul Chahar,4,21,0,7,5.25,0.0,CSK,Chidambaram,2019-04-26,2019
94,Shreyas Gopal,4,21,0,10,5.25,0.0,MI,Wankhede Stadium,2019-04-13,2019
95,Bhuvneshwar Kumar,4,21,0,12,5.25,0.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,2019-04-17,2019
96,Ankit Rajpoot,4,21,0,10,5.25,0.0,SRH,IS Bindra Stadium,2019-04-08,2019
97,Rashid Khan,4,21,0,11,5.25,0.0,MI,Wankhede Stadium,2019-05-02,2019
98,Rahul Chahar,4,21,0,10,5.25,0.0,SRH,Wankhede Stadium,2019-05-02,2019
99,Jasprit Bumrah,3,16,1,9,5.33,18.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2019-04-06,2019
100,Siddarth Kaul,3,16,0,11,5.33,0.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,2019-03-31,2019
101,Amit Mishra,3,16,0,6,5.33,0.0,CSK,Chidambaram,2019-05-01,2019
102,Krunal Pandya,4,22,2,6,5.5,12.0,SRH,Wankhede Stadium,2019-05-02,2019
103,Jason Behrendorff,4,22,2,15,5.5,12.0,CSK,Wankhede Stadium,2019-04-03,2019
104,Vijay Shankar,2,11,1,5,5.5,12.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,2019-04-17,2019
105,Anukul Roy,2,11,1,4,5.5,12.0,CSK,Chidambaram,2019-04-26,2019
106,Moeen Ali,4,22,1,10,5.5,24.0,DC,M. Chinnaswamy Stadium,2019-04-07,2019
107,Axar Patel,4,22,1,8,5.5,24.0,RCB,M. Chinnaswamy Stadium,2019-04-07,2019
108,Rashid Khan,4,22,1,11,5.5,24.0,DC,Rajiv Gandhi Intl. Cricket Stadium,2019-04-14,2019
109,Khaleel Ahmed,4,22,1,14,5.5,24.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,2019-04-17,2019
110,Jofra Archer,4,22,1,14,5.5,24.0,MI,Sawai Mansingh Stadium,2019-04-20,2019
111,Rahul Chahar,2,11,0,5,5.5,0.0,CSK,Wankhede Stadium,2019-04-03,2019
112,Jasprit Bumrah,4,22,0,14,5.5,0.0,RCB,Wankhede Stadium,2019-04-15,2019
113,Bhuvneshwar Kumar,4,22,0,14,5.5,0.0,RR,Sawai Mansingh Stadium,2019-04-27,2019
114,Sunil Narine,4,22,0,13,5.5,0.0,RR,Sawai Mansingh Stadium,2019-04-07,2019
115,Ravindra Jadeja,4,22,0,8,5.5,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2019-04-17,2019
116,Mohammad Shami,3,17,2,8,5.66,9.0,CSK,IS Bindra Stadium,2019-05-05,2019
117,Andre Russell,3,17,1,8,5.66,18.0,RCB,Eden Gardens,2019-04-19,2019
118,Ishant Sharma,3,17,0,5,5.66,0.0,MI,Arun Jaitley Stadium,2019-04-18,2019
119,Kagiso Rabada,3,22,4,11,5.73,5.75,SRH,Rajiv Gandhi Intl. Cricket Stadium,2019-04-14,2019
120,Ravichandran Ashwin,4,23,3,10,5.75,8.0,CSK,Chidambaram,2019-04-06,2019
121,Jasprit Bumrah,4,23,2,12,5.75,12.0,RR,Wankhede Stadium,2019-04-13,2019
122,Kagiso Rabada,4,23,2,13,5.75,12.0,PBKS,Arun Jaitley Stadium,2019-04-20,2019
123,Kagiso Rabada,4,23,2,10,5.75,12.0,MI,Wankhede Stadium,2019-03-24,2019
124,Imran Tahir,4,23,2,8,5.75,12.0,RR,Chidambaram,2019-03-31,2019
125,Rashid Khan,4,23,1,12,5.75,24.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,2019-04-21,2019
126,Ravindra Jadeja,4,23,1,8,5.75,24.0,DC,Arun Jaitley Stadium,2019-03-26,2019
127,Harbhajan Singh,4,23,0,13,5.75,0.0,MI,Chidambaram,2019-04-26,2019
128,Murugan Ashwin,4,23,0,8,5.75,0.0,CSK,Chidambaram,2019-04-06,2019
129,Navdeep Saini,4,23,0,13,5.75,0.0,PBKS,IS Bindra Stadium,2019-04-13,2019
130,Ravichandran Ashwin,4,23,0,7,5.75,0.0,CSK,IS Bindra Stadium,2019-05-05,2019
131,Prasidh Krishna,4,23,0,12,5.75,0.0,CSK,Chidambaram,2019-04-09,2019
132,Bhuvneshwar Kumar,4,24,2,12,6.0,12.0,RCB,M. Chinnaswamy Stadium,2019-05-04,2019
133,Ravichandran Ashwin,4,24,2,6,6.0,12.0,RR,IS Bindra Stadium,2019-04-16,2019
134,Navdeep Saini,4,24,2,13,6.0,12.0,DC,M. Chinnaswamy Stadium,2019-04-07,2019
135,Yuzvendra Chahal,4,24,1,10,6.0,24.0,SRH,M. Chinnaswamy Stadium,2019-05-04,2019
136,Navdeep Saini,4,24,1,15,6.0,24.0,CSK,M. Chinnaswamy Stadium,2019-04-21,2019
137,Rashid Khan,4,24,1,10,6.0,24.0,RR,Rajiv Gandhi Intl. Cricket Stadium,2019-03-29,2019
138,Murugan Ashwin,4,24,1,6,6.0,24.0,RR,IS Bindra Stadium,2019-04-16,2019
139,Yuzvendra Chahal,4,24,1,8,6.0,24.0,KKR,M. Chinnaswamy Stadium,2019-04-05,2019
140,Amit Mishra,3,18,1,7,6.0,18.0,MI,Arun Jaitley Stadium,2019-04-18,2019
141,Yuzvendra Chahal,4,24,1,7,6.0,24.0,CSK,M. Chinnaswamy Stadium,2019-04-21,2019
142,Mohammad Nabi,4,24,1,9,6.0,24.0,MI,Wankhede Stadium,2019-05-02,2019
143,Ishant Sharma,4,24,1,10,6.0,24.0,CSK,ACA-VDCA Stadium,2019-05-10,2019
144,Nitish Rana,2,12,1,2,6.0,12.0,DC,Eden Gardens,2019-04-12,2019
145,Krunal Pandya,2,12,0,6,6.0,0.0,CSK,Wankhede Stadium,2019-04-03,2019
146,Ravindra Jadeja,4,24,0,7,6.0,0.0,PBKS,Chidambaram,2019-04-06,2019
147,Ravindra Jadeja,2,12,0,3,6.0,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,2019-05-12,2019
148,Mitchell McClenaghan,4,24,0,12,6.0,0.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,2019-05-12,2019
149,Navdeep Saini,4,24,0,16,6.0,0.0,CSK,Chidambaram,2019-03-23,2019
150,Dwayne Bravo,3,18,0,6,6.0,0.0,DC,Chidambaram,2019-05-01,2019
1,Rashid Khan,4,7,3,17,1.75,8.0,DC,Dubai International Stadium,2020-10-27,2020
2,Mohammed Siraj,4,8,3,16,2.0,8.0,KKR,Zayed Cricket Stadium,2020-10-21,2020
3,T Natarajan,4,11,1,16,2.75,24.0,RCB,Sharjah Cricket Stadium,2020-10-31,2020
4,Rashid Khan,4,12,3,13,3.0,8.0,PBKS,Dubai International Stadium,2020-10-08,2020
5,Adam Zampa,4,12,1,14,3.0,24.0,SRH,Zayed Cricket Stadium,2020-11-06,2020
6,Washington Sundar,4,12,1,13,3.0,24.0,MI,Dubai International Stadium,2020-09-28,2020
7,Yuzvendra Chahal,4,12,1,13,3.0,24.0,KKR,Sharjah Cricket Stadium,2020-10-12,2020
8,Rashid Khan,4,12,0,16,3.0,0.0,CSK,Dubai International Stadium,2020-10-02,2020
